quasipositive,crosscap_number,0.37580794090489383,0.3735440931780366,c,2403,-1,-1,N
tunnel_number,braid_index,0.4797136038186158,0.47649429147078576,c,2785,-1,-1,N
arc_index,crosscap_number,0.513413506012951,0.3735440931780366,c,2404,-1,-1,N
smooth_four_genus,bridge_index,0.8562783661119516,0.8569509738079247,c,2978,-1,-1,N
braid_index,arc_index,0.4115853658536585,0.43265031911320123,c,2977,-1,-1,N
tunnel_number,three_genus,0.47330677290836654,0.4785090664875756,c,2785,-1,-1,N
smooth_concordance_genus,morse_novikov_number,0.8436619718309859,0.775840597758406,c,1532,-1,-1,N
braid_index,crosscap_number,0.40930232558139534,0.3735440931780366,c,2404,-1,-1,N
double_slice_genus,morse_novikov_number,0.784992784992785,0.775840597758406,c,1580,-1,-1,N
arc_index,tunnel_number,0.725506072874494,0.726032315978456,c,2785,-1,-1,N
turaev_genus,braid_index,0.47095274980635166,0.47649429147078576,c,2953,-1,-1,N
topological_four_genus,bridge_index,0.8686720469552458,0.8569509738079247,c,2971,-1,-1,N
turaev_genus,three_genus,0.47220163083765754,0.4785090664875756,c,2953,-1,-1,N
arc_index,determinant,0.02631578947368421,0.016118200134318333,c,2977,-1,-1,N
bridge_index,arc_index,0.42208774583963693,0.43265031911320123,c,2977,-1,-1,N
smooth_four_genus,morse_novikov_number,0.78125,0.775840597758406,c,1606,-1,-1,N
unknotting_number,braid_index,0.5053346265761397,0.47649429147078576,c,2314,-1,-1,N
unknotting_number,three_genus,0.4840887174541948,0.4785090664875756,c,2314,-1,-1,N
braid_index,tunnel_number,0.739542225730071,0.726032315978456,c,2785,-1,-1,N
bridge_index,crosscap_number,0.3681776133209991,0.3735440931780366,c,2404,-1,-1,N
signature,bridge_index,0.8393267023718439,0.8569509738079247,c,2978,-1,-1,N
topological_four_genus,morse_novikov_number,0.7696551724137931,0.775840597758406,c,1603,-1,-1,N
crosscap_number,arc_index,0.5449490268767377,0.43265031911320123,c,2404,-1,-1,N
braid_index,determinant,0.009097801364670205,0.016118200134318333,c,2978,-1,-1,N
signature,morse_novikov_number,0.7815602836879433,0.775840597758406,c,1606,-1,-1,N
width,braid_index,0.48413897280966767,0.47649429147078576,c,2929,-1,-1,N
determinant,crosscap_number,0.6071757129714811,0.3735440931780366,c,2404,-1,-1,N
width,three_genus,0.48212927756653995,0.4785090664875756,c,2929,-1,-1,N
epsilon,bridge_index,0.8610478359908884,0.8569509738079247,c,2977,-1,-1,N
epsilon,morse_novikov_number,0.7740112994350282,0.775840597758406,c,1606,-1,-1,N
bridge_index,tunnel_number,0.8570274636510501,0.726032315978456,c,2785,-1,-1,N
determinant,arc_index,0.5989544436146378,0.43265031911320123,c,2977,-1,-1,N
three_genus,crosscap_number,0.424860853432282,0.3735440931780366,c,2404,-1,-1,N
l_space,morse_novikov_number,0.7662517289073306,0.775840597758406,c,1606,-1,-1,N
arf_invariant,braid_index,0.45308924485125857,0.47649429147078576,c,2977,-1,-1,N
three_genus,turaev_genus,0.6243465272591486,0.6271588215374195,c,2953,-1,-1,N
arf_invariant,three_genus,0.48240469208211145,0.4785090664875756,c,2977,-1,-1,N
crosscap_number,tunnel_number,0.722488038277512,0.726032315978456,c,2327,-1,-1,N
l_space,bridge_index,0.8527881040892193,0.8569509738079247,c,2977,-1,-1,N
morse_novikov_number,crosscap_number,0.3724832214765101,0.3735440931780366,c,1310,-1,-1,N
three_genus,arc_index,0.42421991084695393,0.43265031911320123,c,2977,-1,-1,N
bridge_index,determinant,0.013245033112582781,0.016118200134318333,c,2978,-1,-1,N
ozsvath_szabo_tau_invariant,morse_novikov_number,0.7811634349030471,0.775840597758406,c,1606,-1,-1,N
morse_novikov_number,turaev_genus,0.5734072022160664,0.6271588215374195,c,1588,-1,-1,N
morse_novikov_number,arc_index,0.3405698778833107,0.43265031911320123,c,1606,-1,-1,N
rasmussen_invariant,morse_novikov_number,0.8,0.775840597758406,c,1606,-1,-1,N
determinant,tunnel_number,0.7339667458432304,0.726032315978456,c,2785,-1,-1,N
ozsvath_szabo_tau_invariant,bridge_index,0.860207100591716,0.8569509738079247,c,2978,-1,-1,N
tunnel_number,crosscap_number,0.4265536723163842,0.3735440931780366,c,2327,-1,-1,N
crosscap_number,determinant,0.01834862385321101,0.016118200134318333,c,2404,-1,-1,N
longitude_length,morse_novikov_number,0.7762039660056658,0.775840597758406,c,1599,-1,-1,N
tunnel_number,turaev_genus,0.6790322580645162,0.6271588215374195,c,2773,-1,-1,N
smooth_concordance_genus,braid_index,0.5425616547334925,0.47649429147078576,c,2770,-1,-1,N
smooth_concordance_genus,three_genus,0.944264943457189,0.4785090664875756,c,2770,-1,-1,N
three_genus,tunnel_number,0.7153225806451613,0.726032315978456,c,2785,-1,-1,N
tunnel_number,arc_index,0.45746388443017655,0.43265031911320123,c,2785,-1,-1,N
turaev_genus,crosscap_number,0.4762348555452004,0.3735440931780366,c,2380,-1,-1,N
rasmussen_invariant,bridge_index,0.8780852655198205,0.8569509738079247,c,2977,-1,-1,N
meridian_length,morse_novikov_number,0.7654494382022472,0.775840597758406,c,1599,-1,-1,N
unknotting_number,turaev_genus,0.6848906560636183,0.6271588215374195,c,2296,-1,-1,N
morse_novikov_number,tunnel_number,0.8002958579881657,0.726032315978456,c,1503,-1,-1,N
three_genus,determinant,0.015671641791044775,0.016118200134318333,c,2978,-1,-1,N
unknotting_number,crosscap_number,0.40795454545454546,0.3735440931780366,c,1957,-1,-1,N
volume,morse_novikov_number,0.7701949860724234,0.775840597758406,c,1606,-1,-1,N
double_slice_genus,braid_index,0.4854961832061069,0.47649429147078576,c,2912,-1,-1,N
double_slice_genus,three_genus,0.49195402298850577,0.4785090664875756,c,2912,-1,-1,N
turaev_genus,arc_index,0.6447963800904978,0.43265031911320123,c,2952,-1,-1,N
arc_index,bridge_index,0.8637702503681886,0.8569509738079247,c,2977,-1,-1,N
longitude_length,bridge_index,0.8657474600870827,0.8569509738079247,c,2970,-1,-1,N
alternating,morse_novikov_number,0.7780859916782247,0.775840597758406,c,1606,-1,-1,N
morse_novikov_number,determinant,0.0027624309392265192,0.016118200134318333,c,1606,-1,-1,N
width,turaev_genus,0.6074695121951219,0.6271588215374195,c,2904,-1,-1,N
width,crosscap_number,0.36142322097378277,0.3735440931780366,c,2369,-1,-1,N
turaev_genus,tunnel_number,0.7370517928286853,0.726032315978456,c,2773,-1,-1,N
unknotting_number,arc_index,0.45454545454545453,0.43265031911320123,c,2313,-1,-1,N
smooth_four_genus,braid_index,0.4962630792227205,0.47649429147078576,c,2978,-1,-1,N
fibered,morse_novikov_number,1.0,0.775840597758406,c,1606,-1,-1,N
smooth_four_genus,three_genus,0.5014903129657228,0.4785090664875756,c,2978,-1,-1,N
braid_index,bridge_index,0.8638073739653875,0.8569509738079247,c,2978,-1,-1,N
meridian_length,bridge_index,0.87509349289454,0.8569509738079247,c,2970,-1,-1,N
arf_invariant,crosscap_number,0.3713768115942029,0.3735440931780366,c,2404,-1,-1,N
almost_alternating,morse_novikov_number,0.6915708812260536,0.775840597758406,c,1153,-1,-1,N
arf_invariant,turaev_genus,0.6282642089093702,0.6271588215374195,c,2952,-1,-1,N
unknotting_number,tunnel_number,0.7021063189568706,0.726032315978456,c,2209,-1,-1,N
width,arc_index,0.4385432473444613,0.43265031911320123,c,2929,-1,-1,N
tunnel_number,determinant,0.012096774193548387,0.016118200134318333,c,2785,-1,-1,N
topological_four_genus,braid_index,0.5108614232209738,0.47649429147078576,c,2971,-1,-1,N
topological_four_genus,three_genus,0.46814814814814815,0.4785090664875756,c,2971,-1,-1,N
volume,bridge_index,0.862378459237098,0.8569509738079247,c,2977,-1,-1,N
quasi_alternating,morse_novikov_number,0.638477801268499,0.775840597758406,c,1034,-1,-1,N
crosscap_number,bridge_index,0.8345656192236599,0.8569509738079247,c,2404,-1,-1,N
width,tunnel_number,0.8633791430881164,0.726032315978456,c,2737,-1,-1,N
positive_braid,morse_novikov_number,0.7717086834733894,0.775840597758406,c,1606,-1,-1,N
arf_invariant,arc_index,0.4312406576980568,0.43265031911320123,c,2977,-1,-1,N
signature,braid_index,0.5219364599092284,0.47649429147078576,c,2978,-1,-1,N
signature,three_genus,0.4962962962962963,0.4785090664875756,c,2978,-1,-1,N
smooth_concordance_genus,crosscap_number,0.40733399405351833,0.3735440931780366,c,2242,-1,-1,N
alternating,bridge_index,0.8468401486988848,0.8569509738079247,c,2978,-1,-1,N
turaev_genus,determinant,0.012927756653992395,0.016118200134318333,c,2953,-1,-1,N
arf_invariant,tunnel_number,0.711755233494364,0.726032315978456,c,2785,-1,-1,N
determinant,bridge_index,0.8570359281437125,0.8569509738079247,c,2978,-1,-1,N
positive,morse_novikov_number,0.7946927374301676,0.775840597758406,c,1599,-1,-1,N
smooth_concordance_genus,turaev_genus,0.6308186195826645,0.6271588215374195,c,2747,-1,-1,N
epsilon,braid_index,0.4638009049773756,0.47649429147078576,c,2977,-1,-1,N
double_slice_genus,crosscap_number,0.39604891815616183,0.3735440931780366,c,2353,-1,-1,N
strongly_quasipositive,morse_novikov_number,0.7760778859527121,0.775840597758406,c,1606,-1,-1,N
epsilon,three_genus,0.4747550866616428,0.4785090664875756,c,2977,-1,-1,N
fibered,bridge_index,0.8554125662376987,0.8569509738079247,c,2977,-1,-1,N
unknotting_number,determinant,0.010731707317073172,0.016118200134318333,c,2314,-1,-1,N
three_genus,bridge_index,0.8560663149962321,0.8569509738079247,c,2978,-1,-1,N
double_slice_genus,turaev_genus,0.6114942528735632,0.6271588215374195,c,2887,-1,-1,N
quasipositive,morse_novikov_number,0.7740585774058577,0.775840597758406,c,1606,-1,-1,N
smooth_concordance_genus,arc_index,0.4187349879903923,0.43265031911320123,c,2769,-1,-1,N
smooth_four_genus,crosscap_number,0.3879231473010064,0.3735440931780366,c,2404,-1,-1,N
morse_novikov_number,bridge_index,0.8862019914651493,0.8569509738079247,c,1606,-1,-1,N
almost_alternating,bridge_index,0.8131868131868132,0.8569509738079247,c,2089,-1,-1,N
l_space,braid_index,0.5007385524372231,0.47649429147078576,c,2977,-1,-1,N
l_space,three_genus,0.4794007490636704,0.4785090664875756,c,2977,-1,-1,N
smooth_concordance_genus,tunnel_number,0.6915807560137457,0.726032315978456,c,2590,-1,-1,N
smooth_four_genus,turaev_genus,0.6441441441441441,0.6271588215374195,c,2953,-1,-1,N
topological_four_genus,crosscap_number,0.37850467289719625,0.3735440931780366,c,2398,-1,-1,N
width,determinant,0.016442451420029897,0.016118200134318333,c,2929,-1,-1,N
adequate,bridge_index,0.7995110024449877,0.8569509738079247,c,1852,-1,-1,N
double_slice_genus,arc_index,0.4348484848484849,0.43265031911320123,c,2912,-1,-1,N
ozsvath_szabo_tau_invariant,braid_index,0.5067264573991032,0.47649429147078576,c,2978,-1,-1,N
ozsvath_szabo_tau_invariant,three_genus,0.5232383808095952,0.4785090664875756,c,2978,-1,-1,N
tunnel_number,bridge_index,0.8465818759936407,0.8569509738079247,c,2785,-1,-1,N
double_slice_genus,tunnel_number,0.7070789259560618,0.726032315978456,c,2722,-1,-1,N
quasi_alternating,bridge_index,0.78300803673938,0.8569509738079247,c,1908,-1,-1,N
signature,crosscap_number,0.348294434470377,0.3735440931780366,c,2404,-1,-1,N
topological_four_genus,turaev_genus,0.6225710014947683,0.6271588215374195,c,2946,-1,-1,N
smooth_four_genus,arc_index,0.42406015037593986,0.43265031911320123,c,2977,-1,-1,N
rasmussen_invariant,braid_index,0.5283742331288344,0.47649429147078576,c,2977,-1,-1,N
arf_invariant,determinant,0.032640949554896145,0.016118200134318333,c,2977,-1,-1,N
rasmussen_invariant,three_genus,0.537147102526003,0.4785090664875756,c,2977,-1,-1,N
smooth_four_genus,tunnel_number,0.7075320512820513,0.726032315978456,c,2785,-1,-1,N
turaev_genus,bridge_index,0.8575712143928036,0.8569509738079247,c,2953,-1,-1,N
epsilon,crosscap_number,0.38293838862559243,0.3735440931780366,c,2404,-1,-1,N
positive_braid,bridge_index,0.8677014042867701,0.8569509738079247,c,2977,-1,-1,N
signature,turaev_genus,0.6323417238749046,0.6271588215374195,c,2953,-1,-1,N
topological_four_genus,arc_index,0.41863905325443784,0.43265031911320123,c,2970,-1,-1,N
unknotting_number,bridge_index,0.8312559923298178,0.8569509738079247,c,2314,-1,-1,N
longitude_length,braid_index,0.5073313782991202,0.47649429147078576,c,2970,-1,-1,N
topological_four_genus,tunnel_number,0.7245796637309848,0.726032315978456,c,2778,-1,-1,N
l_space,crosscap_number,0.371900826446281,0.3735440931780366,c,2404,-1,-1,N
longitude_length,three_genus,0.5317700453857791,0.4785090664875756,c,2970,-1,-1,N
positive,bridge_index,0.8583086053412463,0.8569509738079247,c,2970,-1,-1,N
epsilon,turaev_genus,0.6166037735849057,0.6271588215374195,c,2952,-1,-1,N
signature,arc_index,0.41043083900226757,0.43265031911320123,c,2977,-1,-1,N
width,bridge_index,1.0,0.8569509738079247,c,2929,-1,-1,N
ozsvath_szabo_tau_invariant,crosscap_number,0.40186915887850466,0.3735440931780366,c,2404,-1,-1,N
meridian_length,braid_index,0.508745247148289,0.47649429147078576,c,2970,-1,-1,N
signature,tunnel_number,0.7097541633624108,0.726032315978456,c,2785,-1,-1,N
meridian_length,three_genus,0.47751937984496123,0.4785090664875756,c,2970,-1,-1,N
smooth_concordance_genus,unknotting_number,0.658004158004158,0.6577355229040622,c,2153,-1,-1,N
strongly_quasipositive,bridge_index,0.8683823529411765,0.8569509738079247,c,2977,-1,-1,N
l_space,turaev_genus,0.6217228464419475,0.6271588215374195,c,2952,-1,-1,N
smooth_concordance_genus,determinant,0.019464720194647202,0.016118200134318333,c,2770,-1,-1,N
rasmussen_invariant,crosscap_number,0.3976234003656307,0.3735440931780366,c,2404,-1,-1,N
epsilon,arc_index,0.4338235294117647,0.43265031911320123,c,2977,-1,-1,N
double_slice_genus,unknotting_number,0.7587548638132295,0.6577355229040622,c,2260,-1,-1,N
epsilon,tunnel_number,0.7089125102207686,0.726032315978456,c,2785,-1,-1,N
volume,braid_index,0.4988814317673378,0.47649429147078576,c,2977,-1,-1,N
arf_invariant,bridge_index,0.8648849294729027,0.8569509738079247,c,2977,-1,-1,N
volume,three_genus,0.5558019216555802,0.4785090664875756,c,2977,-1,-1,N
quasipositive,bridge_index,0.8523335883703137,0.8569509738079247,c,2975,-1,-1,N
ozsvath_szabo_tau_invariant,turaev_genus,0.6406601650412603,0.6271588215374195,c,2953,-1,-1,N
longitude_length,crosscap_number,0.5344506517690876,0.3735440931780366,c,2397,-1,-1,N
smooth_four_genus,unknotting_number,0.7641418983700863,0.6577355229040622,c,2314,-1,-1,N
l_space,arc_index,0.45037593984962404,0.43265031911320123,c,2977,-1,-1,N
double_slice_genus,determinant,0.02343159486016629,0.016118200134318333,c,2912,-1,-1,N
l_space,tunnel_number,0.7148530579825259,0.726032315978456,c,2785,-1,-1,N
alternating,braid_index,0.4729429206819867,0.47649429147078576,c,2978,-1,-1,N
alternating,three_genus,0.47993943981831944,0.4785090664875756,c,2978,-1,-1,N
meridian_length,crosscap_number,0.43977591036414565,0.3735440931780366,c,2397,-1,-1,N
rasmussen_invariant,turaev_genus,0.6403310759969902,0.6271588215374195,c,2952,-1,-1,N
topological_four_genus,unknotting_number,0.7480916030534351,0.6577355229040622,c,2309,-1,-1,N
ozsvath_szabo_tau_invariant,tunnel_number,0.7496025437201908,0.726032315978456,c,2785,-1,-1,N
ozsvath_szabo_tau_invariant,arc_index,0.4229607250755287,0.43265031911320123,c,2977,-1,-1,N
smooth_concordance_genus,bridge_index,0.853322528363047,0.8569509738079247,c,2770,-1,-1,N
fibered,braid_index,0.47888386123680243,0.47649429147078576,c,2977,-1,-1,N
double_slice_genus,width,0.86530931871574,0.8712871287128713,c,2872,-1,-1,N
fibered,three_genus,0.595952023988006,0.4785090664875756,c,2977,-1,-1,N
smooth_four_genus,determinant,0.024626865671641792,0.016118200134318333,c,2978,-1,-1,N
volume,crosscap_number,0.6792626728110599,0.3735440931780366,c,2404,-1,-1,N
signature,unknotting_number,0.7425552353506244,0.6577355229040622,c,2314,-1,-1,N
longitude_length,turaev_genus,0.6710022953328233,0.6271588215374195,c,2945,-1,-1,N
almost_alternating,braid_index,0.5144076840981857,0.47649429147078576,c,2089,-1,-1,N
rasmussen_invariant,tunnel_number,0.705087440381558,0.726032315978456,c,2785,-1,-1,N
almost_alternating,three_genus,0.42963752665245203,0.4785090664875756,c,2089,-1,-1,N
rasmussen_invariant,arc_index,0.4146341463414634,0.43265031911320123,c,2977,-1,-1,N
alternating,crosscap_number,0.45454545454545453,0.3735440931780366,c,2404,-1,-1,N
double_slice_genus,bridge_index,0.8679536679536679,0.8569509738079247,c,2912,-1,-1,N
smooth_four_genus,width,0.8781954887218045,0.8712871287128713,c,2929,-1,-1,N
epsilon,unknotting_number,0.6313229571984436,0.6577355229040622,c,2313,-1,-1,N
adequate,braid_index,0.4645760743321719,0.47649429147078576,c,1852,-1,-1,N
meridian_length,turaev_genus,0.6664150943396226,0.6271588215374195,c,2945,-1,-1,N
adequate,three_genus,0.42907801418439717,0.4785090664875756,c,1852,-1,-1,N
